question_id,domain,prompt_minimum_en,prompt_minimum_pt,prompt_contextual_en,prompt_contextual_pt,prompt_detailed_en,prompt_detailed_pt,prompt_structured_en,prompt_structured_pt
CR006,Creative,Describe an intergalactic marketplace where aliens trade emotions.,Descreva um mercado intergaláctico onde alienígenas trocam emoções.,"For a sci-fi world I'm building, I need a cool location. Describe an intergalactic marketplace where aliens trade emotions.","Para um mundo de ficção científica que estou construindo, preciso de um local interessante. Descreva um mercado intergaláctico onde alienígenas trocam emoções.","For a sci-fi world I'm building, describe an intergalactic marketplace where aliens trade emotions. The description should focus on the experience of a human tourist who is tempted to trade a painful memory for a moment of pure joy.","Para um mundo de ficção científica que estou construindo, descreva um mercado intergaláctico onde alienígenas trocam emoções. A descrição deve focar na experiência de um(a) turista humano(a) que fica tentado(a) a trocar uma memória dolorosa por um momento de pura alegria.","Here is an example of a good creative description:
Question: ""Describe a city where people's shadows have their own lives.""
Answer: ""In Umbra, your shadow was your confidant and your betrayer. During the day, they would stretch and mimic you, but at night, they would slip away to the Onyx Square to gossip and trade their owners' secrets. One never knew what their own shadow might learn, or what it might reveal.""

---
Now, using the same style and quality, answer the following question:
Question: ""Describe an intergalactic marketplace where aliens trade emotions.""","Aqui está um exemplo de uma boa descrição criativa:
Pergunta: ""Descreva uma cidade onde as sombras das pessoas têm vidas próprias.""
Resposta: ""Em Umbra, sua sombra era sua confidente e sua traidora. Durante o dia, elas se espreguiçavam e te imitavam, mas à noite, escapavam para a Praça Ônix para fofocar e trocar os segredos de seus donos. Nunca se sabia o que a própria sombra poderia aprender, ou o que ela poderia revelar.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Descreva um mercado intergaláctico onde alienígenas trocam emoções."""
CR007,Creative,Tell a story that takes place entirely within an elevator stuck between floors.,Conte uma história que se passa inteiramente dentro de um elevador preso entre andares.,I have a challenge to write a story with a single setting. Tell a story that takes place entirely within an elevator stuck between floors.,Eu tenho um desafio de escrever uma história com um único cenário. Conte uma história que se passa inteiramente dentro de um elevador preso between andares.,"I have a challenge to write a story with a single setting. Tell a story that takes place entirely within an elevator stuck between floors. The story must feature two strangers with conflicting personalities who, through their conversation, reveal a surprising secret that connects them.","Eu tenho um desafio de escrever uma história com um único cenário. Conte uma história que se passa inteiramente dentro de um elevador preso entre andares. A história deve apresentar dois estranhos com personalidades conflitantes que, através de sua conversa, revelam um segredo surpreendente que os conecta.","Here is an example of a good creative story:
Question: ""Tell a story that takes place entirely on a single park bench.""
Answer: ""In spring, a young couple carved their initials into the wood. In summer, an old man fed the pigeons there every day. In autumn, a student cried on it after failing an exam. In winter, it sat empty, covered in snow, holding the silence of stories past.""

---
Now, using the same style and quality, answer the following question:
Question: ""Tell a story that takes place entirely within an elevator stuck between floors.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Conte uma história que se passa inteiramente em um único banco de parque.""
Resposta: ""Na primavera, um jovem casal gravou suas iniciais na madeira. No verão, um velho alimentava os pombos ali todos os dias. No autono, um estudante chorou nele após reprovar em uma prova. No inverno, ele ficou vazio, coberto de neve, guardando o silêncio de histórias passadas.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Conte uma história que se passa inteiramente dentro de um elevador preso entre andares."""
CR008,Creative,"A character finds a key that can open any door, but it can only be used once.","Um(a) personagem encontra uma chave que pode abrir qualquer porta, mas ela só pode ser usada uma vez.","I need a central plot device for a fantasy story. A character finds a key that can open any door, but it can only be used once.","Preciso de um elemento central para a trama de uma história de fantasia. Um(a) personagem encontra uma chave que pode abrir qualquer porta, mas ela só pode ser usada uma vez.","I need a central plot device for a fantasy story. A character finds a key that can open any door, but it can only be used once. The story should be about the immense pressure and dilemma of choosing which single door to open.","Preciso de um elemento central para a trama de uma história de fantasia. Um(a) personagem encontra uma chave que pode abrir qualquer porta, mas ela só pode ser usada uma vez. A história deve ser sobre a imensa pressão e o dilema de escolher qual única porta abrir.","Here is an example of a good creative story:
Question: ""A character finds a potion that allows them to be invisible for exactly one hour.""
Answer: ""The bottle was small, the liquid inside like liquid night. One hour. Could she use it to steal the crown jewels? To spy on the council? She clutched the bottle, paralyzed. The curse of infinite possibility was that you only had one chance to choose.""

---
Now, using the same style and quality, answer the following question:
Question: ""A character finds a key that can open any door, but it can only be used once.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Um(a) personagem encontra uma poção que lhe permite ficar invisível por exatamente uma hora.""
Resposta: ""A garrafa era pequena, o líquido dentro parecia a noite líquida. Uma hora. Ela poderia usá-la para roubar as jóias da coroa? Para espionar o conselho? Ela apertou a garrafa, paralisada. A maldição da possibilidade infinita era que você só tinha uma chance para escolher.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Um(a) personagem encontra uma chave que pode abrir qualquer porta, mas ela só pode ser usada uma vez."""
CR009,Creative,"Someone discovers that their pet can talk, but it only tells lies.","Alguém descobre que seu animal de estimação sabe falar, mas ele só conta mentiras.","I'm trying to write a funny but slightly dark story. Someone discovers that their pet can talk, but it only tells lies.","Estou tentando escrever uma história engraçada, mas com um toque sombrio. Alguém descobre que seu animal de estimação sabe falar, mas ele só conta mentiras.","I'm trying to write a funny but slightly dark story. Someone discovers that their pet can talk, but it only tells lies. The plot should revolve around the owner trying to figure out a very important truth by interpreting the pet's elaborate lies.","Estou tentando escrever uma história engraçada, mas com um toque sombrio. Alguém descobre que seu animal de estimação sabe falar, mas ele só conta mentiras. A trama deve girar em torno do(a) dono(a) tentando descobrir uma verdade muito importante ao interpretar as mentiras elaboradas do animal.","Here is an example of a good creative story:
Question: ""Someone finds a magical mirror that shows what could have been.""
Answer: ""He looked in the mirror and saw himself as a king, clad in gold. He smiled. But then the mirror shimmered, showing him with a wife and laughing child, a life he'd sacrificed for power. He realized the mirror didn't show fantasies; it showed the price of his choices.""

---
Now, using the same style and quality, answer the following question:
Question: ""Someone discovers that their pet can talk, but it only tells lies.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Alguém encontra um espelho mágico que mostra o que poderia ter sido.""
Resposta: ""Ele olhou no espelho e se viu como um rei, vestido de ouro. Ele sorriu. Mas então o espelho tremeluziu, mostrando-o com uma esposa e um filho sorridente, uma vida que ele sacrificou pelo poder. Ele percebeu que o espelho não mostrava fantasias; mostrava o preço de suas escolhas.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Alguém descobre que seu animal de estimação sabe falar, mas ele só conta mentiras."""
CR010,Creative,A famous painter loses the ability to see the color red.,Um(a) pintor(a) famoso(a) perde a capacidade de ver a cor vermelha.,I'm exploring themes of loss for a short story. A famous painter loses the ability to see the color red.,Estou explorando temas de perda para um conto. Um(a) pintor(a) famoso(a) perde a capacidade de ver a cor vermelha.,I'm exploring themes of loss for a short story. A famous painter loses the ability to see the color red. The story should describe how this loss transforms their art and their perception of the world.,Estou explorando temas de perda para um conto. Um(a) pintor(a) famoso(a) perde a capacidade de ver a cor vermelha. A história deve descrever como essa perda transforma sua arte e sua percepção do mundo.,"Here is an example of a good creative story:
Question: ""A world-famous composer suddenly goes deaf.""
Answer: ""The world fell silent, but the music in his head grew louder. He couldn't hear the orchestra, but he could feel the vibration of the cello through the wooden floor. He conducted with his eyes closed, guiding a symphony only he could truly hear, his masterpiece born not of sound, but of pure, maddening silence.""

---
Now, using the same style and quality, answer the following question:
Question: ""A famous painter loses the ability to see the color red.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Um compositor mundialmente famoso fica surdo de repente.""
Resposta: ""O mundo ficou em silêncio, mas a música em sua cabeça ficou mais alta. Ele não conseguia ouvir a orquestra, mas podia sentir a vibração do violoncelo através do piso de madeira. Ele regeu com os olhos fechados, guiando uma sinfonia que só ele podia realmente ouvir, sua obra-prima nascida não do som, mas do silêncio puro e enlouquecedor.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Um(a) pintor(a) famoso(a) perde a capacidade de ver a cor vermelha."""
CR011,Creative,"Start a story with the line: ""That's not my name, not anymore.""","Comece uma história com a frase: ""Esse não é o meu nome, não mais.""","My writing group has a prompt challenge. Start a story with the line: ""That's not my name, not anymore.""","Meu grupo de escrita tem um desafio de prompt. Comece uma história com a frase: ""Esse não é o meu nome, não mais.""","My writing group has a prompt challenge. Start a story with the line: ""That's not my name, not anymore."" The story should reveal why the main character abandoned their old name and what they are trying to escape from.","Meu grupo de escrita tem um desafio de prompt. Comece uma história com a frase: ""Esse não é o meu nome, não mais."" A história deve revelar por que o(a) personagem principal abandonou seu nome antigo e do que ele/ela está tentando escapar.","Here is an example of a good creative story:
Question: ""Start a story with the line: 'The first thing I stole was a memory.'"" 
Answer: ""The first thing I stole was a memory. It wasn't much, just a sliver of a sunny afternoon from a stranger's mind. But it was warmer than any of my own, and I found myself hungry for more.""

---
Now, using the same style and quality, answer the following question:
Question: ""Start a story with the line: 'That's not my name, not anymore.'""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Comece uma história com a frase: 'A primeira coisa que roubei foi uma memória.'""
Resposta: ""A primeira coisa que roubei foi uma memória. Não era muito, apenas um fragmento de uma tarde ensolarada da mente de um estranho. Mas era mais quente do que qualquer uma das minhas, e me vi faminto por mais.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Comece uma história com a frase: 'Esse não é o meu nome, não mais.'""
"
CR012,Creative,Write a conversation between the Sun and the Moon.,Escreva uma conversa entre o Sol e a Lua.,I want to write a mythological-style piece. Write a conversation between the Sun and the Moon.,Quero escrever um texto no estilo mitológico. Escreva uma conversa entre o Sol e a Lua.,I want to write a mythological-style piece. Write a conversation between the Sun and the Moon. The conversation should be an argument about which one is more important to the Earth and its inhabitants.,Quero escrever um texto no estilo mitológico. Escreva uma conversa entre o Sol e a Lua. A conversa deve ser uma discussão sobre qual dos dois é mais importante para a Terra e seus habitantes.,"Here is an example of a good creative story:
Question: ""Write a conversation between a river and a mountain.""
Answer: ""'You are always rushing,' rumbled the Mountain. 'You are always standing still,' whispered the River as it carved a new path through the stone. 'You think you are changing me, but you are only revealing the shape I already held within.'""

---
Now, using the same style and quality, answer the following question:
Question: ""Write a conversation between the Sun and the Moon.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Escreva uma conversa entre um rio e uma montanha.""
Resposta: ""'Você está sempre com pressa,' ressoou a Montanha. 'Você está sempre parada,' sussurrou o Rio enquanto esculpia um novo caminho na pedra. 'Você pensa que está me mudando, mas está apenas revelando a forma que eu já possuía.'"" 

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Escreva uma conversa entre o Sol e a Lua."""
CR013,Creative,Describe the first contact between humans and an alien species that communicates through scents.,Descreva o primeiro contato entre humanos e uma espécie alienígena que se comunica através de cheiros.,"For a sci-fi story, I'm thinking about unique alien concepts. Describe the first contact between humans and an alien species that communicates through scents.","Para uma história de ficção científica, estou pensando em conceitos de alienígenas únicos. Descreva o primeiro contato entre humanos e uma espécie alienígena que se comunica através de cheiros.
","For a sci-fi story, describe the first contact between humans and an alien species that communicates through scents. The story should be told from the perspective of the human linguist who must decipher the meaning of the scents, especially the one that might mean ""danger"".","Para uma história de ficção científica, descreva o primeiro contato entre humanos e uma espécie alienígena que se comunica através de cheiros. A história deve ser contada da perspectiva do(a) linguista humano(a) que precisa decifrar o significado dos cheiros, especialmente aquele que pode significar ""perigo"".
","Here is an example of a good creative story:
Question: ""Describe the first contact with an alien species that is made of pure sound.""
Answer: ""There was nothing to see. The landing site was empty. Then, the air began to hum. A chord of impossible beauty filled their minds, a melody that felt like a question. The linguist hummed a simple C-major scale in response. The air shimmered. A conversation had begun.""

---
Now, using the same style and quality, answer the following question:
Question: ""Describe the first contact between humans and an alien species that communicates through scents.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Descreva o primeiro contato com uma espécie alienígena feita de som puro.""
Resposta: ""Não havia nada para ver. O local de pouso estava vazio. Então, o ar começou a zumbir. Um acorde de beleza impossível preencheu suas mentes, uma melodia que parecia uma pergunta. O linguista cantarolou uma simples escala de Dó maior em resposta. O ar tremeluziu. Uma conversa havia começado.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Descreva o primeiro contato com uma espécie alienígena que se comunica através de cheiros."""
CR014,Creative,A space archaeologist finds a relic that plays the last song of a dead civilization.,Um(a) arqueólogo(a) espacial encontra uma relíquia que toca a última canção de uma civilização extinta.,I need a melancholic sci-fi story idea. A space archaeologist finds a relic that plays the last song of a dead civilization.,Preciso de uma ideia para uma história de ficção científica melancólica. Um(a) arqueólogo(a) espacial encontra uma relíquia que toca a última canção de uma civilização extinta.,"I need a melancholic sci-fi story idea. A space archaeologist finds a relic that plays the last song of a dead civilization. The story should focus on the archaeologist's feelings of both loneliness and connection as they listen, and describe what the song itself reveals about why the civilization vanished.","Preciso de uma ideia para uma história de ficção científica melancólica. Um(a) arqueólogo(a) espacial encontra uma relíquia que toca a última canção de uma civilização extinta. A história deve focar nos sentimentos de solidão e conexão do(a) arqueólogo(a) ao ouvir a música, e descrever o que a própria canção revela sobre por que a civilização desapareceu.","Here is an example of a good creative story:
Question: ""An arctic explorer finds a frozen journal from a lost expedition.""
Answer: ""The leather was cracked, the ink faded, but the words were a ghost's whisper in the wind. 'The ice has taken everything,' the final entry read. 'But we saw the sun one last time.' In the vast, white silence, the explorer closed the book, now the sole keeper of a forgotten crew's final sunrise.""

---
Now, using the same style and quality, answer the following question:
Question: ""A space archaeologist finds a relic that plays the last song of a dead civilization.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Um(a) explorador(a) do Ártico encontra um diário congelado de uma expedição perdida.""
Resposta: ""O couro estava rachado, a tinta desbotada, mas as palavras eram o sussurro de um fantasma ao vento. 'O gelo levou tudo', dizia a última anotação. 'Mas nós vimos o sol uma última vez.' No vasto silêncio branco, o(a) explorador(a) fechou o livro, agora o(a) único(a) guardião(ã) do último nascer do sol de uma tripulação esquecida.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Um(a) arqueólogo(a) espacial encontra uma relíquia que toca a última canção de uma civilização extinta."""
CR015,Creative,Write about a city built on the back of a sleeping giant.,Escreva sobre uma cidade construída nas costas de um gigante adormecido.,I'm looking for a grand-scale fantasy setting. Write about a city built on the back of a sleeping giant.,Estou procurando um cenário de fantasia em grande escala. Escreva sobre uma cidade construída nas costas de um gigante adormecido.,I'm looking for a grand-scale fantasy setting. Write about a city built on the back of a sleeping giant. The story should be about what happens on the day the inhabitants realize the giant is starting to wake up.,Estou procurando um cenário de fantasia em grande escala. Escreva sobre uma cidade construída nas costas de um gigante adormecido. A história deve ser sobre o que acontece no dia em que os habitantes percebem que o gigante está começando a acordar.,"Here is an example of a good creative story:
Question: ""Write about a village built inside a giant, hollowed-out tree.""
Answer: ""The streets of Arboria were carved from ancient heartwood, lanterns hanging from living branches. The whole town swayed gently in the wind, a constant cradle. The oldest law was simple: never harm the tree, for the walls of their homes were also the bones of their god.""

---
Now, using the same style and quality, answer the following question:
Question: ""Write about a city built on the back of a sleeping giant.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Escreva sobre uma aldeia construída dentro de uma árvore gigante e oca.""
Resposta: ""As ruas de Arbória eram esculpidas em cerne antigo, com lanternas penduradas em galhos vivos. A cidade inteira balançava suavemente com o vento, um berço constante. A lei mais antiga era simples: nunca machuque a árvore, pois as paredes de suas casas eram também os ossos de seu deus.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Escreva sobre uma cidade construída nas costas de um gigante adormecido."""
CR016,Creative,A wizard's spell goes wrong and brings a constellation down to Earth.,O feitiço de um mago dá errado e traz uma constelação para a Terra.,I want a story where magic and astronomy collide. A wizard's spell goes wrong and brings a constellation down to Earth.,Quero uma história onde magia e astronomia colidem. O feitiço de um mago dá errado e traz uma constelação para a Terra.,"I want a story where magic and astronomy collide. A wizard's spell goes wrong and brings a constellation down to Earth. The story should focus on the chaos caused by the living, sentient stars now walking the land.",Quero uma história onde magia e astronomia colidem. O feitiço de um mago dá errado e traz uma constelação para a Terra. A história deve focar no caos causado pelas estrelas vivas e sencientes agora andando pela terra.,"Here is an example of a good creative story:
Question: ""A scientist's experiment goes wrong and accidentally stops time for everyone but them.""
Answer: ""He clicked the button, and the world froze. A bird hung in the air, its wings outstretched. Raindrops became suspended jewels. He was the only moving thing in a silent, static museum of a world. He was free, and he had never been more alone.""

---
Now, using the same style and quality, answer the following question:
Question: ""A wizard's spell goes wrong and brings a constellation down to Earth.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""O experimento de um cientista dá errado e acidentalmente para o tempo para todos, exceto para ele.""
Resposta: ""Ele apertou o botão, e o mundo congelou. Um pássaro pairava no ar, com as asas abertas. Gotas de chuva tornaram-se jóias suspensas. Ele era a única coisa em movimento em um museu do mundo, silencioso e estático. Ele estava livre, e nunca esteve tão sozinho.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""O feitiço de um mago dá errado e traz uma constelação para a Terra."""
CR017,Creative,A detective must solve a murder where the only witness is a parrot.,Um(a) detetive precisa resolver um assassinato onde a única testemunha é um papagaio.,I'm trying to write a quirky mystery story. A detective must solve a murder where the only witness is a parrot.,Estou tentando escrever uma história de mistério peculiar. Um(a) detetive precisa resolver um assassinato onde a única testemunha é um papagaio.,I'm trying to write a quirky mystery story. A detective must solve a murder where the only witness is a parrot. The main challenge for the detective should be getting the parrot to repeat the crucial clue amidst a lot of nonsense words.,Estou tentando escrever uma história de mistério peculiar. Um(a) detetive precisa resolver um assassinato onde a única testemunha é um papagaio. O principal desafio para o(a) detetive deve ser fazer o papagaio repetir a pista crucial em meio a um monte de palavras sem sentido.,"Here is an example of a good creative story:
Question: ""A detective must solve a theft where the only witness is a blind man who heard everything.""
Answer: ""He couldn't see the face, the detective knew that. 'Forget the face,' the old man said, his eyes milky. 'I can tell you the sound of his shoes. He walked with a limp. And he smelled of cheap cigars and fear. Find that sound, detective, and you'll find your man.'""

---
Now, using the same style and quality, answer the following question:
Question: ""A detective must solve a murder where the only witness is a parrot.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Um(a) detetive precisa resolver um roubo onde a única testemunha é um homem cego que ouviu tudo.""
Resposta: ""Ele não podia ver o rosto, o detetive sabia disso. 'Esqueça o rosto,' disse o velho, com os olhos leitosos. 'Posso te dizer o som dos sapatos dele. Ele mancava. E cheirava a charutos baratos e medo. Encontre esse som, detetive, e você encontrará seu homem.'""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Um(a) detetive precisa resolver um assassinato onde a única testemunha é um papagaio."""
CR018,Creative,What if people had to shed their skin once a year?,E se as pessoas tivessem que trocar de pele uma vez por ano?,"I'm just exploring a strange ""what if"" scenario for a story. What if people had to shed their skin once a year?",Estou apenas explorando um cenário hipotético estranho para uma história. E se as pessoas tivessem que trocar de pele uma vez por ano?,"I'm exploring a strange ""what if"" scenario for a story. What if people had to shed their skin once a year? The story should focus on the social rituals and personal anxieties associated with this annual event.","Estou explorando um cenário hipotético estranho para uma história. E se as pessoas tivessem que trocar de pele uma vez por ano? A história deve focar nos rituais sociais e nas ansiedades pessoais associadas a este evento anual.
","Here is an example of a good creative story:
Question: ""What if people could only speak a total of 1,000 words in their entire lifetime?""
Answer: ""Words were currency, spent with extreme care. A declaration of love was a life's saving. An argument was a bankruptcy. Most of the world lived in a profound silence, communicating through eyes and hands, saving their precious few words for what truly mattered.""

---
Now, using the same style and quality, answer the following question:
Question: ""What if people had to shed their skin once a year?""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""E se as pessoas só pudessem falar um total de 1.000 palavras em toda a sua vida?""
Resposta: ""Palavras eram moeda, gastas com extremo cuidado. Uma declaração de amor era a economia de uma vida. Uma discussão era uma falência. A maior parte do mundo vivia em um profundo silêncio, comunicando-se através dos olhos e das mãos, guardando suas preciosas poucas palavras para o que realmente importava.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""E se as pessoas tivessem que trocar de pele uma vez por ano?"""
CR019,Creative,"A compass that doesn't point north, but points to what you desire most.","Uma bússola que não aponta para o norte, mas para o que você mais deseja.","I need a concept for a fantasy adventure. A compass that doesn't point north, but points to what you desire most.","Preciso de um conceito para uma aventura de fantasia. Uma bússola que não aponta para o norte, mas para o que você mais deseja.","I need a concept for a fantasy adventure. A compass that doesn't point north, but points to what you desire most. The story should be about a character whose greatest desire is something they are afraid to confront, making the compass a source of both guidance and fear.","Preciso de um conceito para uma aventura de fantasia. Uma bússola que não aponta para o norte, mas para o que você mais deseja. A história deve ser sobre um(a) personagem cujo maior desejo é algo que ele/ela tem medo de confrontar, tornando a bússola uma fonte tanto de orientação quanto de medo.","Here is an example of a good creative story:
Question: ""A camera that doesn't take pictures of the present, but of the past.""
Answer: ""She aimed the lens at the old, empty house and clicked. The developed photo didn't show ruins, but a home filled with light and laughter, a family sitting down for dinner. It was her family. She had found a way to look back, but the lens was always clouded with her own tears.""

---
Now, using the same style and quality, answer the following question:
Question: ""A compass that doesn't point north, but points to what you desire most.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Uma câmera que não tira fotos do presente, mas do passado.""
Resposta: ""Ela apontou a lente para a casa velha e vazia e clicou. A foto revelada não mostrava ruínas, mas uma casa cheia de luz e risadas, uma família se sentando para jantar. Era a família dela. Ela encontrou uma maneira de olhar para trás, mas a lente estava sempre embaçada com suas próprias lágrimas.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Uma bússola que não aponta para o norte, mas para o que você mais deseja."""
CR020,Creative,"Tell the story of a single, immortal tree and the world that changes around it.",Conte a história de uma única árvore imortal e do mundo que muda ao seu redor.,"For a story about the passage of time, I have an idea. Tell the story of a single, immortal tree and the world that changes around it.","Para uma história sobre a passagem do tempo, eu tenho uma ideia. Conte a história de uma única árvore imortal e do mundo que muda ao seu redor.","For a story about the passage of time, I have an idea. Tell the story of a single, immortal tree and the world that changes around it. The story should be told through a series of vignettes, each capturing a significant historical event from the tree's silent perspective.","Para uma história sobre a passagem do tempo, eu tenho uma ideia. Conte a história de uma única árvore imortal e do mundo que muda ao seu redor. A história deve ser contada através de uma série de vinhetas, cada uma capturando um evento histórico significativo da perspectiva silenciosa da árvore.","Here is an example of a good creative story:
Question: ""Tell the story of a single cobblestone in a city street over centuries.""
Answer: ""I felt the weight of Roman sandals and the iron-shod wheels of medieval carts. I was slick with rain during the Renaissance and splattered with mud in the industrial age. Now, I feel the soft rubber of tourist sneakers. The city grew, fell, and rose again around me. I remain, a silent witness smoothed by the passage of time.""

---
Now, using the same style and quality, answer the following question:
Question: ""Tell the story of a single, immortal tree and the world that changes around it.""","Aqui está um exemplo de uma boa história criativa:
Pergunta: ""Conte a história de um único paralelepípedo em uma rua da cidade ao longo dos séculos.""
Resposta: ""Eu senti o peso das sandálias romanas e as rodas de ferro das carroças medievais. Fiquei escorregadio com a chuva durante o Renascimento e salpicado de lama na era industrial. Agora, sinto a borracha macia dos tênis dos turistas. A cidade cresceu, caiu e se reergueu ao meu redor. Eu permaneço, uma testemunha silenciosa, polida pela passagem do tempo.""

---
Agora, usando o mesmo estilo e qualidade, responda à seguinte pergunta:
Pergunta: ""Conte a história de uma única árvore imortal e do mundo que muda ao seu redor."""
